,Borough,Major Category,Minor Category,Date,Season,Count,CrimeTier
3950,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,Summer,152,Medium
3951,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,Winter,159,Medium
3952,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,2017,Autumn,252,High
3953,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,2017,Spring,189,Medium
3954,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,2017,Summer,192,Medium
3955,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,2017,Winter,135,Medium
3956,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,2018,Autumn,194,Medium
3957,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,2018,Spring,182,Medium
3958,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,2018,Summer,212,High
3959,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,2018,Winter,188,Medium
3960,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2008,Autumn,46,Medium
3961,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2008,Spring,41,Low
3962,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2008,Summer,44,Medium
3963,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2008,Winter,33,Low
3964,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2009,Autumn,47,Medium
3965,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2009,Spring,26,Low
3966,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2009,Summer,38,Low
3967,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2009,Winter,22,Low
3968,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2010,Autumn,22,Low
3969,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2010,Spring,41,Low
3970,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2010,Summer,54,Medium
3971,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2010,Winter,7,Low
3972,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2011,Autumn,31,Low
3973,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2011,Spring,36,Low
3974,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2011,Summer,32,Low
3975,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2011,Winter,14,Low
3976,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2012,Autumn,24,Low
3977,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2012,Spring,27,Low
3978,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2012,Summer,54,Medium
3979,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2012,Winter,18,Low
3980,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2013,Autumn,31,Low
3981,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2013,Spring,34,Low
3982,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2013,Summer,32,Low
3983,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2013,Winter,21,Low
3984,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2014,Autumn,37,Low
3985,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2014,Spring,28,Low
3986,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2014,Summer,37,Low
3987,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2014,Winter,20,Low
3988,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2015,Autumn,24,Low
3989,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2015,Spring,16,Low
3990,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2015,Summer,29,Low
3991,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2015,Winter,27,Low
3992,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2016,Autumn,50,Medium
3993,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2016,Spring,36,Low
3994,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2016,Summer,34,Low
3995,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2016,Winter,31,Low
3996,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2017,Autumn,25,Low
3997,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2017,Spring,61,Medium
3998,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2017,Summer,37,Low
3999,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2017,Winter,29,Low
4000,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2018,Autumn,36,Low
4001,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2018,Spring,29,Low
4002,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2018,Summer,37,Low
4003,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,2018,Winter,14,Low
4004,Bexley,Violence Against the Person,Assault with Injury,2008,Autumn,313,High
4005,Bexley,Violence Against the Person,Assault with Injury,2008,Spring,379,High
4006,Bexley,Violence Against the Person,Assault with Injury,2008,Summer,334,High
4007,Bexley,Violence Against the Person,Assault with Injury,2008,Winter,345,High
4008,Bexley,Violence Against the Person,Assault with Injury,2009,Autumn,302,High
4009,Bexley,Violence Against the Person,Assault with Injury,2009,Spring,374,High
4010,Bexley,Violence Against the Person,Assault with Injury,2009,Summer,336,High
4011,Bexley,Violence Against the Person,Assault with Injury,2009,Winter,316,High
4012,Bexley,Violence Against the Person,Assault with Injury,2010,Autumn,237,High
4013,Bexley,Violence Against the Person,Assault with Injury,2010,Spring,327,High
4014,Bexley,Violence Against the Person,Assault with Injury,2010,Summer,278,High
4015,Bexley,Violence Against the Person,Assault with Injury,2010,Winter,282,High
4016,Bexley,Violence Against the Person,Assault with Injury,2011,Autumn,221,High
4017,Bexley,Violence Against the Person,Assault with Injury,2011,Spring,284,High
4018,Bexley,Violence Against the Person,Assault with Injury,2011,Summer,273,High
4019,Bexley,Violence Against the Person,Assault with Injury,2011,Winter,230,High
4020,Bexley,Violence Against the Person,Assault with Injury,2012,Autumn,262,High
4021,Bexley,Violence Against the Person,Assault with Injury,2012,Spring,256,High
4022,Bexley,Violence Against the Person,Assault with Injury,2012,Summer,265,High
4023,Bexley,Violence Against the Person,Assault with Injury,2012,Winter,236,High
4024,Bexley,Violence Against the Person,Assault with Injury,2013,Autumn,171,Medium
4025,Bexley,Violence Against the Person,Assault with Injury,2013,Spring,195,High
4026,Bexley,Violence Against the Person,Assault with Injury,2013,Summer,188,Medium
4027,Bexley,Violence Against the Person,Assault with Injury,2013,Winter,217,High
4028,Bexley,Violence Against the Person,Assault with Injury,2014,Autumn,230,High
4029,Bexley,Violence Against the Person,Assault with Injury,2014,Spring,203,High
4030,Bexley,Violence Against the Person,Assault with Injury,2014,Summer,248,High
4031,Bexley,Violence Against the Person,Assault with Injury,2014,Winter,166,Medium
4032,Bexley,Violence Against the Person,Assault with Injury,2015,Autumn,243,High
4033,Bexley,Violence Against the Person,Assault with Injury,2015,Spring,246,High
4034,Bexley,Violence Against the Person,Assault with Injury,2015,Summer,201,High
4035,Bexley,Violence Against the Person,Assault with Injury,2015,Winter,231,High
4036,Bexley,Violence Against the Person,Assault with Injury,2016,Autumn,271,High
4037,Bexley,Violence Against the Person,Assault with Injury,2016,Spring,253,High
4038,Bexley,Violence Against the Person,Assault with Injury,2016,Summer,294,High
4039,Bexley,Violence Against the Person,Assault with Injury,2016,Winter,252,High
4040,Bexley,Violence Against the Person,Assault with Injury,2017,Autumn,317,High
4041,Bexley,Violence Against the Person,Assault with Injury,2017,Spring,260,High
4042,Bexley,Violence Against the Person,Assault with Injury,2017,Summer,330,High
4043,Bexley,Violence Against the Person,Assault with Injury,2017,Winter,259,High
4044,Bexley,Violence Against the Person,Assault with Injury,2018,Autumn,275,High
4045,Bexley,Violence Against the Person,Assault with Injury,2018,Spring,297,High
4046,Bexley,Violence Against the Person,Assault with Injury,2018,Summer,301,High
4047,Bexley,Violence Against the Person,Assault with Injury,2018,Winter,253,High
4048,Bexley,Violence Against the Person,Common Assault,2008,Autumn,221,High
4049,Bexley,Violence Against the Person,Common Assault,2008,Spring,212,High
4050,Bexley,Violence Against the Person,Common Assault,2008,Summer,218,High
4051,Bexley,Violence Against the Person,Common Assault,2008,Winter,222,High
4052,Bexley,Violence Against the Person,Common Assault,2009,Autumn,230,High
4053,Bexley,Violence Against the Person,Common Assault,2009,Spring,226,High
4054,Bexley,Violence Against the Person,Common Assault,2009,Summer,227,High
4055,Bexley,Violence Against the Person,Common Assault,2009,Winter,203,High
4056,Bexley,Violence Against the Person,Common Assault,2010,Autumn,201,High
4057,Bexley,Violence Against the Person,Common Assault,2010,Spring,243,High
4058,Bexley,Violence Against the Person,Common Assault,2010,Summer,208,High
4059,Bexley,Violence Against the Person,Common Assault,2010,Winter,201,High
4060,Bexley,Violence Against the Person,Common Assault,2011,Autumn,168,Medium
4061,Bexley,Violence Against the Person,Common Assault,2011,Spring,202,High
4062,Bexley,Violence Against the Person,Common Assault,2011,Summer,180,Medium
4063,Bexley,Violence Against the Person,Common Assault,2011,Winter,170,Medium
4064,Bexley,Violence Against the Person,Common Assault,2012,Autumn,177,Medium
4065,Bexley,Violence Against the Person,Common Assault,2012,Spring,167,Medium
4066,Bexley,Violence Against the Person,Common Assault,2012,Summer,152,Medium
4067,Bexley,Violence Against the Person,Common Assault,2012,Winter,176,Medium
4068,Bexley,Violence Against the Person,Common Assault,2013,Autumn,164,Medium
4069,Bexley,Violence Against the Person,Common Assault,2013,Spring,179,Medium
4070,Bexley,Violence Against the Person,Common Assault,2013,Summer,189,Medium
4071,Bexley,Violence Against the Person,Common Assault,2013,Winter,165,Medium
4072,Bexley,Violence Against the Person,Common Assault,2014,Autumn,242,High
4073,Bexley,Violence Against the Person,Common Assault,2014,Spring,199,High
4074,Bexley,Violence Against the Person,Common Assault,2014,Summer,247,High
4075,Bexley,Violence Against the Person,Common Assault,2014,Winter,213,High
4076,Bexley,Violence Against the Person,Common Assault,2015,Autumn,281,High
4077,Bexley,Violence Against the Person,Common Assault,2015,Spring,275,High
4078,Bexley,Violence Against the Person,Common Assault,2015,Summer,234,High
4079,Bexley,Violence Against the Person,Common Assault,2015,Winter,258,High
4080,Bexley,Violence Against the Person,Common Assault,2016,Autumn,308,High
4081,Bexley,Violence Against the Person,Common Assault,2016,Spring,284,High
4082,Bexley,Violence Against the Person,Common Assault,2016,Summer,264,High
4083,Bexley,Violence Against the Person,Common Assault,2016,Winter,280,High
4084,Bexley,Violence Against the Person,Common Assault,2017,Autumn,364,High
4085,Bexley,Violence Against the Person,Common Assault,2017,Spring,319,High
4086,Bexley,Violence Against the Person,Common Assault,2017,Summer,348,High
4087,Bexley,Violence Against the Person,Common Assault,2017,Winter,264,High
4088,Bexley,Violence Against the Person,Common Assault,2018,Autumn,341,High
4089,Bexley,Violence Against the Person,Common Assault,2018,Spring,357,High
4090,Bexley,Violence Against the Person,Common Assault,2018,Summer,339,High
4091,Bexley,Violence Against the Person,Common Assault,2018,Winter,293,High
4092,Bexley,Violence Against the Person,Grievous Bodily Harm,2008,Autumn,30,Low
4093,Bexley,Violence Against the Person,Grievous Bodily Harm,2008,Spring,22,Low
4094,Bexley,Violence Against the Person,Grievous Bodily Harm,2008,Summer,0,Low
4095,Bexley,Violence Against the Person,Grievous Bodily Harm,2008,Winter,11,Low
4096,Bexley,Violence Against the Person,Grievous Bodily Harm,2009,Autumn,34,Low
4097,Bexley,Violence Against the Person,Grievous Bodily Harm,2009,Spring,56,Medium
4098,Bexley,Violence Against the Person,Grievous Bodily Harm,2009,Summer,43,Low
4099,Bexley,Violence Against the Person,Grievous Bodily Harm,2009,Winter,28,Low
4100,Bexley,Violence Against the Person,Grievous Bodily Harm,2010,Autumn,0,Low
4101,Bexley,Violence Against the Person,Grievous Bodily Harm,2010,Spring,26,Low
4102,Bexley,Violence Against the Person,Grievous Bodily Harm,2010,Summer,18,Low
4103,Bexley,Violence Against the Person,Grievous Bodily Harm,2010,Winter,23,Low
4104,Bexley,Violence Against the Person,Grievous Bodily Harm,2011,Autumn,0,Low
4105,Bexley,Violence Against the Person,Grievous Bodily Harm,2011,Spring,0,Low
4106,Bexley,Violence Against the Person,Grievous Bodily Harm,2011,Summer,0,Low
4107,Bexley,Violence Against the Person,Grievous Bodily Harm,2011,Winter,0,Low
4108,Bexley,Violence Against the Person,Grievous Bodily Harm,2012,Autumn,0,Low
4109,Bexley,Violence Against the Person,Grievous Bodily Harm,2012,Spring,0,Low
4110,Bexley,Violence Against the Person,Grievous Bodily Harm,2012,Summer,0,Low
4111,Bexley,Violence Against the Person,Grievous Bodily Harm,2012,Winter,0,Low
4112,Bexley,Violence Against the Person,Grievous Bodily Harm,2013,Autumn,0,Low
4113,Bexley,Violence Against the Person,Grievous Bodily Harm,2013,Spring,0,Low
4114,Bexley,Violence Against the Person,Grievous Bodily Harm,2013,Summer,0,Low
4115,Bexley,Violence Against the Person,Grievous Bodily Harm,2013,Winter,0,Low
4116,Bexley,Violence Against the Person,Grievous Bodily Harm,2014,Autumn,0,Low
4117,Bexley,Violence Against the Person,Grievous Bodily Harm,2014,Spring,0,Low
4118,Bexley,Violence Against the Person,Grievous Bodily Harm,2014,Summer,0,Low
4119,Bexley,Violence Against the Person,Grievous Bodily Harm,2014,Winter,0,Low
4120,Bexley,Violence Against the Person,Grievous Bodily Harm,2015,Autumn,0,Low
4121,Bexley,Violence Against the Person,Grievous Bodily Harm,2015,Spring,0,Low
4122,Bexley,Violence Against the Person,Grievous Bodily Harm,2015,Summer,0,Low
4123,Bexley,Violence Against the Person,Grievous Bodily Harm,2015,Winter,0,Low
4124,Bexley,Violence Against the Person,Grievous Bodily Harm,2016,Autumn,0,Low
4125,Bexley,Violence Against the Person,Grievous Bodily Harm,2016,Spring,0,Low
4126,Bexley,Violence Against the Person,Grievous Bodily Harm,2016,Summer,0,Low
4127,Bexley,Violence Against the Person,Grievous Bodily Harm,2016,Winter,0,Low
4128,Bexley,Violence Against the Person,Grievous Bodily Harm,2017,Autumn,0,Low
4129,Bexley,Violence Against the Person,Grievous Bodily Harm,2017,Spring,0,Low
4130,Bexley,Violence Against the Person,Grievous Bodily Harm,2017,Summer,0,Low
4131,Bexley,Violence Against the Person,Grievous Bodily Harm,2017,Winter,0,Low
4132,Bexley,Violence Against the Person,Grievous Bodily Harm,2018,Autumn,0,Low
4133,Bexley,Violence Against the Person,Grievous Bodily Harm,2018,Spring,0,Low
4134,Bexley,Violence Against the Person,Grievous Bodily Harm,2018,Summer,0,Low
4135,Bexley,Violence Against the Person,Grievous Bodily Harm,2018,Winter,0,Low
4136,Bexley,Violence Against the Person,Harassment,2008,Autumn,236,High
4137,Bexley,Violence Against the Person,Harassment,2008,Spring,159,Medium
4138,Bexley,Violence Against the Person,Harassment,2008,Summer,180,Medium
4139,Bexley,Violence Against the Person,Harassment,2008,Winter,176,Medium
4140,Bexley,Violence Against the Person,Harassment,2009,Autumn,315,High
4141,Bexley,Violence Against the Person,Harassment,2009,Spring,257,High
4142,Bexley,Violence Against the Person,Harassment,2009,Summer,295,High
4143,Bexley,Violence Against the Person,Harassment,2009,Winter,246,High
4144,Bexley,Violence Against the Person,Harassment,2010,Autumn,221,High
4145,Bexley,Violence Against the Person,Harassment,2010,Spring,258,High
4146,Bexley,Violence Against the Person,Harassment,2010,Summer,260,High
4147,Bexley,Violence Against the Person,Harassment,2010,Winter,268,High
4148,Bexley,Violence Against the Person,Harassment,2011,Autumn,176,Medium
4149,Bexley,Violence Against the Person,Harassment,2011,Spring,195,High
4150,Bexley,Violence Against the Person,Harassment,2011,Summer,214,High
4151,Bexley,Violence Against the Person,Harassment,2011,Winter,187,Medium
4152,Bexley,Violence Against the Person,Harassment,2012,Autumn,238,High
4153,Bexley,Violence Against the Person,Harassment,2012,Spring,222,High
4154,Bexley,Violence Against the Person,Harassment,2012,Summer,187,Medium
4155,Bexley,Violence Against the Person,Harassment,2012,Winter,172,Medium
4156,Bexley,Violence Against the Person,Harassment,2013,Autumn,213,High
4157,Bexley,Violence Against the Person,Harassment,2013,Spring,199,High
4158,Bexley,Violence Against the Person,Harassment,2013,Summer,196,High
4159,Bexley,Violence Against the Person,Harassment,2013,Winter,189,Medium
4160,Bexley,Violence Against the Person,Harassment,2014,Autumn,279,High
4161,Bexley,Violence Against the Person,Harassment,2014,Spring,256,High
4162,Bexley,Violence Against the Person,Harassment,2014,Summer,286,High
4163,Bexley,Violence Against the Person,Harassment,2014,Winter,205,High
4164,Bexley,Violence Against the Person,Harassment,2015,Autumn,375,High
4165,Bexley,Violence Against the Person,Harassment,2015,Spring,330,High
4166,Bexley,Violence Against the Person,Harassment,2015,Summer,367,High
4167,Bexley,Violence Against the Person,Harassment,2015,Winter,300,High
4168,Bexley,Violence Against the Person,Harassment,2016,Autumn,432,High
4169,Bexley,Violence Against the Person,Harassment,2016,Spring,359,High
4170,Bexley,Violence Against the Person,Harassment,2016,Summer,401,High
